"Id","Label","Degree","Betweenness","Expression"
"11141","IL1RAPL1",1,0,0.54834
"11152","WDR45",1,0,0.45617
"11154","AP4S1",1,0,0.35579
"11157","LSM6",1,0,0.35146
"11158","RABL2B",1,0,0.37594
"11168","PSIP1",1,0,0.40192
"11170","FAM107A",1,0,0.44042
"11171","STRAP",1,0,0.97169
"11176","BAZ2A",1,0,0.61714
"11180","WDR6",1,0,0.60043
"11183","MAP4K5",1,0,0.36932
"11196","SEC23IP",1,0,0.36951
"11200","CHEK2",1,0,0.4701
"11214","AKAP13",1,0,0.34577
"11231","SEC63",1,0,0.3535
"11245","GPR176",1,0,0.59544
"11251","PTGDR2",1,0,0.43842
"11260","XPOT",1,0,0.33373
"112616","CMTM7",1,0,0.43637
"11269","DDX19B",1,0,0.45254
"11270","NRM",1,0,0.45535
"11275","KLHL2",1,0,0.3419
"112752","IFT43",1,0,0.40871
"11278","KLF12",1,0,0.42421
"113130","CDCA5",1,0,0.36179
"11319","ECD",1,0,0.46518
"113201","CASC4",1,0,0.50818
"11321","GPN1",1,0,0.64833
"11328","FKBP9",1,0,0.72541
"11332","ACOT7",1,0,0.7936
"11334","TUSC2",1,0,0.42072
"11338","U2AF2",1,0,0.38858
"11343","MGLL",1,0,0.88597
"11344","TWF2",1,0,0.51223
"113452","TMEM54",1,0,0.40786
"114026","ZIM3",1,0,0.37814
"114781","BTBD9",1,0,0.66626
"114785","MBD6",1,0,0.37931
"114790","STK11IP",1,0,0.41922
"114805","GALNT13",1,0,0.41465
"114884","OSBPL10",1,0,0.3729
"1152","CKB",1,0,0.58256
"115353","LRRC42",1,0,0.41171
"115752","DIS3L",1,0,0.37232
"115761","ARL11",1,0,0.44007
"115939","TSR3",1,0,0.77281
"116092","DNTTIP1",1,0,0.45272
"116115","ZNF526",1,0,0.36476
"116225","ZMYND19",1,0,0.4638
"1163","CKS1B",1,0,0.52809
"116461","TSEN15",1,0,0.35066
"116840","CNTROB",1,0,0.43391
